Text,Sentiment
 ca democrat caucus long beach support presid fearless leader run circl around donald trump 2020 forthepeopl kamalacountri cadem19,"tf.Tensor(0, shape=(), dtype=int32)"
 thank donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 american peopl elect donald trump presid say schiffforbrain ve itch,"tf.Tensor(1, shape=(), dtype=int32)"
 labour exclud nhs medicin trade deal us jeremi corbyn,"tf.Tensor(1, shape=(), dtype=int32)"
 itsjustasia tgm nurs america wasn t build socialist bureaucraci oper elit polit class ignor middl american trump saw no one capabl do have do lay asid success life step up els could do besid donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 via,"tf.Tensor(1, shape=(), dtype=int32)"
 mari yovanavitch true patriot have u best interest heart take job respons veri serious great person risk sean hanniti public idiot irrespons place friendship donald trump countri,"tf.Tensor(2, shape=(), dtype=int32)"
 day underscor corrupt swamp trump presid cnnpolit,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump say billion billion,"tf.Tensor(1, shape=(), dtype=int32)"
 via,"tf.Tensor(1, shape=(), dtype=int32)"
 howser america wasn t build socialist bureaucraci oper elit polit class ignor middl american trump saw no one capabl do have do lay asid success life step up els could do besid donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 also democrat approv trump stand 7 independ approv 34,"tf.Tensor(1, shape=(), dtype=int32)"
 column whistleblow rep adam schiff should first testifi trump impeach theater,"tf.Tensor(2, shape=(), dtype=int32)"
 ladi gentlemen give madamspeak nanci pelosi veri solemn occas ve hold breath wait let introduc one onli impeach fool donald trump briberi extort 👏 🙌,"tf.Tensor(2, shape=(), dtype=int32)"
 america favorit presid donald john trump poll number up shampeach d probabl soar potus pardon man persecut america hat democrat know ll cheer rogerstonedidnothingwrong,"tf.Tensor(2, shape=(), dtype=int32)"
 should go well omfg sorri great britain bbc news donald trump confirm pre elect uk visit,"tf.Tensor(2, shape=(), dtype=int32)"
 qu pedo donald trump pidiendo el voto como si estuviera vendiendo algo para el buen fin,"tf.Tensor(1, shape=(), dtype=int32)"
 twitter suspend numer account tweet hire donald trump fire peopl like yovanovitch,"tf.Tensor(1, shape=(), dtype=int32)"
 border patrol offici give presid donald trump credit near 100 000 drop number apprehens migrant illeg cross border,"tf.Tensor(0, shape=(), dtype=int32)"
 trump foundat liter right winger pretend clinton foundat,"tf.Tensor(2, shape=(), dtype=int32)"
 post edit donald trump have nation secur risk day take offic notrushorhisbrotherdavid,"tf.Tensor(1, shape=(), dtype=int32)"
 can tri disguis decis make win t chang fact choos go way donald trump oil industri clean air kid futur no deni,"tf.Tensor(2, shape=(), dtype=int32)"
 presidenti evalu list 1 charact best reagan bush 1 and obama 2 economi presid 1st year result go predecessor best bush 1 clinton and reagan 3 foreign polici best reagan clinton bush 1 and obama 4 famili valu worst donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 twitter suspend numer account tweet hire donald trump fire peopl like yovanovitch via,"tf.Tensor(1, shape=(), dtype=int32)"
 wonderful trust donald trump make us realiz one like have not yet bear,"tf.Tensor(0, shape=(), dtype=int32)"
 real reason donald trump unschedul trip walter reed hospit today,"tf.Tensor(2, shape=(), dtype=int32)"
 us far more unit trump msm would have believ american need leader protector keep dem bay leav canada biggest threat democraci freedom not donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 day underscor corrupt swamp trump presid,"tf.Tensor(0, shape=(), dtype=int32)"
 dishonest donald trump devast day trump presid come sharp focus congress whitehous and court analysi yovanovitch testifi roger stone convict trump tweet right,"tf.Tensor(0, shape=(), dtype=int32)"
 okay lindsey graham truth donald trump didn t care ukrain guess ll still back up win t presid,"tf.Tensor(2, shape=(), dtype=int32)"
 yeah yeah poor eff don con six associ aka co conspir donald trump have convict crime sinc take offic defend plead guilti other convict juri trial complet list,"tf.Tensor(0, shape=(), dtype=int32)"
 nanci pelosi rip impostor donald trump piec via,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump grant clemenc armi major matt golsteyn 1st lt clint loranc breitbart via,"tf.Tensor(2, shape=(), dtype=int32)"
 trump secret heart attack,"tf.Tensor(0, shape=(), dtype=int32)"
 radio host craig silverman cut mid show critic presid trump 😡 🤬,"tf.Tensor(0, shape=(), dtype=int32)"
 il est aussi l team,"tf.Tensor(1, shape=(), dtype=int32)"
 trump pardon servicememb high profil war crime case via,"tf.Tensor(2, shape=(), dtype=int32)"
 tf seed go up 40cent aint nobodi donald trump 😕 😭,"tf.Tensor(0, shape=(), dtype=int32)"
 do not matter happen trump can act non presidenti say stupid thing abras belliger toward press do not matter longer democrat peopl usa go vote donald j trump presid 2020 regardless,"tf.Tensor(0, shape=(), dtype=int32)"
 roger stone have alway republican parti time us presid donald trump pleas pardon roger stone,"tf.Tensor(1, shape=(), dtype=int32)"
 let rememb trump onli potus entir histori america no prior polit militari experi and corruptgop accomplic have no honor have no shame worst yet come realitytvpresid 🤡,"tf.Tensor(0, shape=(), dtype=int32)"
 paul manafort have alway republican parti time us presid donald trump pleas pardon paul manafort,"tf.Tensor(1, shape=(), dtype=int32)"
 buy bulk like don jrs book bulksalesjr,"tf.Tensor(1, shape=(), dtype=int32)"
 knus radio host craig silverman fire midshow critic trump via,"tf.Tensor(1, shape=(), dtype=int32)"
 murder intent behind donald trump latest twitter rant via,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump one most effect fund raiser democrat well do donni,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trunp junior new book write have jump top best seller list fast sellibg list report suggest book have buy bulk peopl close trump famili,"tf.Tensor(2, shape=(), dtype=int32)"
 trump undergo part physic month ahead schedul via,"tf.Tensor(1, shape=(), dtype=int32)"
 hire donald trump fire peopl like yovanovitch,"tf.Tensor(1, shape=(), dtype=int32)"
 damn right scam artist onli care donald trump not usa russia ll do anyth like do give away everyth treason book ur fool follow,"tf.Tensor(2, shape=(), dtype=int32)"
 brother scooter around protest yell fuck donald trump 😂,"tf.Tensor(0, shape=(), dtype=int32)"
 daili donald trump donaldtrump donaldtrumpsfamili donaldtrumpwomensupport thank quidproquotrumpsgottago news,"tf.Tensor(1, shape=(), dtype=int32)"
 impeach inquiri newli releas transcript reveal more presid donald trump effort block ukrain aid,"tf.Tensor(2, shape=(), dtype=int32)"
 donald rump write articl impeach via politico,"tf.Tensor(1, shape=(), dtype=int32)"
 amber stone get convict lie trump lie trump submt oath write cohen financ convict prison have unindict co conspir name donald trump flynn papadop also lie trump come,"tf.Tensor(1, shape=(), dtype=int32)"
 jordan go down donald chump,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 borisjohnson engag cover up secret talk sell us american trade deal would drive up cost medicin lead runaway privatis uk health servic nhs,"tf.Tensor(0, shape=(), dtype=int32)"
 jordan jim jordan know repeat act sexual abus boy and young men osu and do noth stop crime kid molest and jordan fail protect congressman alli w sexual predat donald trump jimjordanresign,"tf.Tensor(2, shape=(), dtype=int32)"
 twitter hat tweet hire donald trump fire peopl like yovanovitch,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump incap admit guilt express remors multipl person disord extrem narciss and solips lie misdirect blame anoth say damn ukrain call perfect perfect phone call 1 2,"tf.Tensor(2, shape=(), dtype=int32)"
 love ps gt lt 3 lt 3,"tf.Tensor(2, shape=(), dtype=int32)"
 jovo dude hea liter do research studi paper influenc social media have peopl societi have alway influenc peopl valu moral factor social media even bigger influenc part reason donald trump becom presid,"tf.Tensor(2, shape=(), dtype=int32)"
 snowflak central,"tf.Tensor(1, shape=(), dtype=int32)"
 twitter suspend numer account tweet hire donald trump fire peopl like yovanovitch via,"tf.Tensor(1, shape=(), dtype=int32)"
 knus radio host craig silverman fire midshow critic trump via,"tf.Tensor(1, shape=(), dtype=int32)"
 twitter suspend numer account tweet hire donald trump fire peopl like yovanovitch,"tf.Tensor(1, shape=(), dtype=int32)"
 labour exclud nhs medicin traded us,"tf.Tensor(1, shape=(), dtype=int32)"
 trump ere tan pendejo,"tf.Tensor(1, shape=(), dtype=int32)"
 studi find regular watch fox news actual know less domest intern issu watch no news via,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump target journalist thank obama toofarleft,"tf.Tensor(1, shape=(), dtype=int32)"
 no wasn t do still care much hrc donald trump give russian spi recruit most classifi intel have tweet locat nuclear sub iranian top secret satellit photo still obsess w hillari,"tf.Tensor(2, shape=(), dtype=int32)"
 fascist radio station,"tf.Tensor(1, shape=(), dtype=int32)"
 variat tactic 1st use fred trump buy million casino chip and didn t cash prop up 1 donald casino still fail doesn t look promis,"tf.Tensor(0, shape=(), dtype=int32)"
 sean hanniti select republican keep talk civil war donald trump vladimir putin wet dream,"tf.Tensor(1, shape=(), dtype=int32)"
 go rehir donald trump extra four year fire deep state bureaucrat,"tf.Tensor(1, shape=(), dtype=int32)"
 mean rich peopl donald trump give tax cut yea corpor,"tf.Tensor(2, shape=(), dtype=int32)"
 statement soc eddi gallagh no word adequ express grate famili presid donald j trump intervent decis 🇺 🇸,"tf.Tensor(1, shape=(), dtype=int32)"
 never not funni hillari lose donald trump 😆,"tf.Tensor(0, shape=(), dtype=int32)"
 don t know learn work depress don t think could ever work donald trump,"tf.Tensor(0, shape=(), dtype=int32)"
 lev parna screw pooch donald trump via,"tf.Tensor(1, shape=(), dtype=int32)"
 presid donald trump undergo quick exam lab part annual physic exam today anticip veri busi 2020 white hous say,"tf.Tensor(2, shape=(), dtype=int32)"
 cnn intern day underscor corrupt swamp trump presid via,"tf.Tensor(0, shape=(), dtype=int32)"
 guess peopl get suspend say true hire donald trump fire peopl like yovanovitch maga,"tf.Tensor(2, shape=(), dtype=int32)"
 parodi donald trump time magazin person year cover 2016 2016 d l polonski color pencil bristol board feel free re tweet,"tf.Tensor(2, shape=(), dtype=int32)"
 simpl scenario presid obama ask foreign leader investig invest donald trump would gop have say gop would have call immedi impeach remov can t put countri parti,"tf.Tensor(0, shape=(), dtype=int32)"
 plot against nhs bori johnson engag cover up secret talk sell us trade deal would drive up cost medicin lead runaway privatis health servic,"tf.Tensor(0, shape=(), dtype=int32)"
 local conserv moustach radio guy get cut air while replay interview criticis trump associ,"tf.Tensor(1, shape=(), dtype=int32)"
 imagin want appli constitut polici procedur doesn t necessarili equat want donald trump critic think difficult peopl know good luck 🙄,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump pardon three soldier war crime case via,"tf.Tensor(1, shape=(), dtype=int32)"
 break donald trump walter reed hospit annual physic howev have diagnos w mad cow diseas devin nune kiss ass much more detail releas receiv,"tf.Tensor(0, shape=(), dtype=int32)"
 meanwhil critic silenc goptraitor fascist,"tf.Tensor(1, shape=(), dtype=int32)"
 can ask donald trump much adderal safe take everi day,"tf.Tensor(2, shape=(), dtype=int32)"
 lie like donald trump lie obvious pre plan debacl,"tf.Tensor(1, shape=(), dtype=int32)"
 twitter suspend numer account tweet hire donald trump fire peopl like yovanovitch via,"tf.Tensor(1, shape=(), dtype=int32)"
 trump 2020 keep america great have keep democrat hand democrat destroy countri re tri do anyway would have do alreadi american peopl hadn t stand up donald trump vote republican,"tf.Tensor(2, shape=(), dtype=int32)"
 well say american peopl expect presid use author grant servic nation not destroy other advanc person polit interest,"tf.Tensor(2, shape=(), dtype=int32)"
 ric zemmour donald trump en toge et en sandal via figaro,"tf.Tensor(1, shape=(), dtype=int32)"
 sorri say read articl not fact clear ll have thank think mean fox news know journalist doesn t write headlin not blame freedland,"tf.Tensor(0, shape=(), dtype=int32)"
 do donald trump have sleep over epstein place well,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump jr god bless whole famili,"tf.Tensor(2, shape=(), dtype=int32)"
 knus radio host craig silverman fire midshow critic trump smartnew,"tf.Tensor(1, shape=(), dtype=int32)"
 knus radio host craig silverman fire midshow critic trump via,"tf.Tensor(1, shape=(), dtype=int32)"
 presid donald trump undergo quick exam lab part annual physic exam saturday anticip veri busi 2020 white hous say lot golf get next year,"tf.Tensor(2, shape=(), dtype=int32)"
 radio host craig silverman cut mid show critic presid trump bunch bullshit,"tf.Tensor(0, shape=(), dtype=int32)"
